ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
appro,Washington Square Park,04/01,04/06/16,A small park in the heart of the city. Lots of places to sit and people-watch. There are street performers and a dog play area. A nice spot.,49,Couples,,United Kingdom, 35-49 year old male ,4,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r362135805-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,5129,Dance,No,0,19,05,Yes,Lovely park,Manchester,"West 4th Street , Greenwich Village , New York City , NY 10001", May 2009,5
Roquita C,Washington Square Park,04/01,04/06/16,Great little city park to stop and have a bite or take the be family for a play date. It's right next door to Manhattan City College,166,Couples,,,No Age Found,92,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r362127986-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,22123,Dance,No,0,43,06,Yes,Cute!!!,,"West 4th Street , Greenwich Village , New York City , NY 10001", Mar 2014,4
NCBluesy,Washington Square Park,04/01,04/05/16,"Enjoyed a quick visit to the park while visiting in April. Nice atmosphere, relaxed place to spend some time.",32,Couples,,Williamston, 50-64 year old female ,46,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r361843241-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,4761,Dance,No,0,16,04,No,Nice relaxing place,,"West 4th Street , Greenwich Village , New York City , NY 10001", Jun 2006,5
hubbjm,Washington Square Park,11/01,04/05/16,Washington Square Park is full of vibrancy and life at every hour that I have visited. Full of students and family and retirees in the day and full of excitement (but still felt safe) at night when walking back from Greenwich bars.,63,Couples,,Texas, 35-49 year old male ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r361765053-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,6592,Dance,No,0,2,05,No,Day and night,Texarkana,"West 4th Street , Greenwich Village , New York City , NY 10001", this month,4
FamilyRoadTraveled,Washington Square Park,03/01,04/04/16,"Greenwich Village, 4th St. to Waverly Pl. and Macdougal St. to University Pl. Washington Square Park, in the heart of Greenwich Village has recently undergone some major renovations and tops our list of favorite playgrounds right now. There are three different playground sections plus a giant fountain in the center of the park. The first play area is a toddler playground for little ones learning to walk, it also has baby swings. The second is for older kids, it’s a classic playground with swings, jungle gym, sand pit and slides. The third area is what’s really special, it’s called Mounds Play Area. This area consists of contoured artificial turf mounds with a pretty amazing spider-web-like ropes course above it. This area also has traditional monkey bars and other interesting climbing structures. Our daughter loves to kick off her shoes and run free in this section. During the summer we always end up in the fountain so be sure to bring a swim suit and water shoes if you visit on a warm day. There are bathrooms and street food vendors in the area.",47,Couples,,,No Age Found,285,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r361601661-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,13313,Dance,No,0,23,06,No,Best Playground in NYC for kids,,"West 4th Street , Greenwich Village , New York City , NY 10001", Mar 2012,5
BeanyExplorer,Washington Square Park,04/01,04/04/16,"What a park on a sunny afternoon. Loved the Washington Arch and enjoyed just sitting and chilling, people watching, eating ice cream and lollies. And soaking up some unusually warm rays on Friday afternoon in April. Just perfect.",158,Couples,,United Kingdom, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r361475488-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,16054,Dance,No,0,59,06,Yes,Great Park in Greenwich Village,London,"West 4th Street , Greenwich Village , New York City , NY 10001", Oct 2010,5
bbright1,Washington Square Park,03/01,04/02/16,"The place to be on a weekend afternoon for hanging out and people watching. There is always a performance of some sort going on -- and sometimes a couple dozen all at once. A great melting pot of New York, where you are likely to see just about anything. Watching out for drug dealers in some of the darker corners of the part at night. But generally pretty safe.",63,Couples,,N.Y., 35-49 year old female ,27,https://www.tripadvisor.com//ShowUserReviews-g60763-d136354-r361063344-Washington_Square_Park-New_York_City_New_York.html#REVIEWS,8164,Dance,No,0,29,05,No,Amazing melting pot,New York,"West 4th Street , Greenwich Village , New York City , NY 10001", Mar 2009,5
TheFlyingZombie,Late Night With Seth Meyers,04/01,04/08/16,"Maybe one of the cooler things we did in NYC. There's quite a bit of waiting but it's worth it. I've seen people complaining about showing up early and being seated in the back. I think it has to do with what you are wearing and slightly about how you look. If you are dressed nice and cleaned up, they'll seat you near the front. We were the very last people to show up (got on the wrong train oops) and we were still seated near the front. So consider that when you're attending. You get a great experience of being right next door to Studio 8H which was awesome for me as an SNL fan. They had the lights on so you could see in. Seth was very funny and the experience was remarkable. Totally recommend this!",11,Solo,,, ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r362672628-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,1123,Dance,No,0,3,03,Yes,Very cool,,"30 Rockefeller Plaza , New York City , NY 10112", Jan 2011,5
Trammell62,Late Night With Seth Meyers,03/01,03/29/16,"My wife and I and our 17 year daughter were able to procure tickets through the process set up on 1iota. It wasn't too difficult to get the Seth tickets...it was a nightmare even trying for Fallon. We had a lot of fun with this. Yeah you need to be there between 4:45pm and 5:30 pm to check in for the show that starts at 6:30 pm but that wasn't any big deal. As an audience member you're encouraged to be as interactive as possible without being disruptive. In between guests and set changes, Seth came up into the audience twice and chatted with all of us which was great. He took some questions and made fun of several things and everyone got a kick out of it. His mom and dad were there which was a nice add on because it was fun to watch them and to see the interaction. Regardless of whether you go to Seth or Kelly & Mike or any daily show I think you'll enjoy being a part of the audience and watching the behind scenes. You typically cannot make ticket requests until the prior month to your visit but you need to do it as quickly as you can on 1iota when it opens up.",18,Solo,,Texas,Male ,7,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r359850315-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,2023,Dance,No,0,13,03,No,Awesome............,Houston,"30 Rockefeller Plaza , New York City , NY 10112", May 2013,5
Hokie69,Late Night With Seth Meyers,03/01,03/19/16,"When visiting NYC recently we wanted to take in one of the late night TV shows at Rockefeller Center and were able to get tickets to Late Night with Seth Myers. The ticketing process is a bit of a logistical nightmare because you have to apply a month in advance through a convoluted process at 1iota.com. The tickets are free but you don't know if you have them until a few days before the date you requested. After having tickets in hand the process is much more user-friendly. NBC does a nice job of telling you exactly what you have to do, where to go, and when to be there. Note though that you must do exactly as the instructions stipulate or you will not be admitted. Tickets cannot be transferred and security is very tight. You line up at 445 pm at the designated spot at 30 Rock and go through security and are given your tickets. No photos are allowed once you pass this spot - NONE! You are then directed to a comfortable waiting area where you will sit for approximately an hour. If you want a photo of your group an intern will take one and email it to you which you can later post on social media. When show time rolls around you are taken to Studio 8G and while waling in you can get a glimpse of Studio 8H where Saturday Night Live is staged. An intern will direct you to one of 200 seats and a warm up comedian will welcome you and let you know how the show will proceed. The 8G band is introduced then Seth Myers comes out and the show begins. It is a fast paced very funny show with famous guests from around the world and Seth Myers is one of the most intelligent and funny guys on TV. He would be a great person with whom to spend an evening. He comes across as a very personable guy who really, really, really enjoys his work. At one point in the show he will come up into the audience to take questions. Once the show is over you are escorted from the studio and will exit through the NBC store in case you want to buy a souvenir. The whole process from standing in line to the end of the show was about 3 hours. I highly recommend the experience.",62,Solo,,Virginia, 65+ year old male ,4,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r356801099-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,7708,Dance,No,0,43,05,No,Mr. Funnyman,,"30 Rockefeller Plaza , New York City , NY 10112", Apr 2008,5
willgal,Late Night With Seth Meyers,03/01,03/17/16,"I haven't had any luck getting in to see SNL my entire adult life, but recently since my wife's retirement, we have more weekday options for trying to score tickets to see shows being taped. We had a trip planned to go to the theater and thought we'd try for tickets to a couple of TV shows. The odd things was getting options on both ""Late Night"" and Colbert for the same evening. We chose Seth Meyers - and we were glad we did. First, for out-of-town guest like ourselves, we were assured we could get in - unlike Colbert. We reported to ""30 Rock"" got in line at about 4:45, and the step by step process of checking in and finally getting into the studio took about 90 minutes. Everything about it was super-efficient. The warm up comedian went over how we were supposed to act and react throughout the taping, but we didn't even need the direction. Seeing Meyers in person at this desk was like watching an extended version of Weekend Update from SNL. The highlight of the evening was a break while they set up for that night's musical group. During that time, Seth came up into the audience and answered every question people through at him for 10-15 minutes. Very down-to-earth and just naturally funny. Plus he stood right at the end of our row almost the whole time. The tickets were not particularly hard to get, and we had a great time. We were out by 8:00 - in time for other things the rest of the evening - even after being ushered out through the NBC store. Families just need to realize that no one under 16 gets in.",110,Solo,,PA, 65+ year old male ,69,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r356356126-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,13261,Dance,No,0,186,06,No,Great Ticket to See TV,Carlisle,"30 Rockefeller Plaza , New York City , NY 10112", May 2005,5
tad411,Late Night With Seth Meyers,02/01,None found,We were lucky enough to book space a month earlier online. Don't count on standby tickets to get in. We saw a show on Tuesday and tried to get standby for Wednesday but the took only about 25 people. The NBC pages were adorable and engaged everyone and they were helpful for any questions. The show itself was fun...what's not to like about Seth Meyers!,33,Solo,,Pennsylvania,No Age Found,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r348912787-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,3336,Dance,No,0,6,04,Yes,Fun show!,Coatesville,"30 Rockefeller Plaza , New York City , NY 10112", Aug 2015,5
NJBrooklynborn,Late Night With Seth Meyers,02/01,None found,Free tickets to a fabulous show starring SNL alumn Seth Meyers doing what he does best; smart comedy. To top it off the fantastic 8G band featuring SNL alumn Fred Armisen. Beautiful studio in the amazing 30 Rock. A great time was had by all!,91,Solo,,New Jersey, 50-64 year old female ,6,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r348641703-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,10287,Dance,No,0,52,06,No,Fantastic Seth!,Clark,"30 Rockefeller Plaza , New York City , NY 10112", Feb 2007,5
T B,Late Night With Seth Meyers,02/01,None found,"I signed up for seth meyer tickets online & about 2 weeks later, I got a email saying that I got 2 tickets! I went on 2/15/2016 to the 5pm showing. You have to be there by 4:15pm. Prior to that, you are able to shop at the nbc store! It was kind of expensive. $30 for a t-shirt, $15 for a little thing of candy, but it was fun seeing all the SNL souvenirs. Once you check-in, they bring you to a waiting area for approx. 30 min. During that time, someone comes out and plays a video to get you excited for the show & you play a couple games just to get everyone interactive. (They picked 3 people to play jeopardy). Shortly after we all were escorted into the studio. I was very impressed. The studio is very nice and prior to the show starting, seth came out and introduced himself & told us a little history about the studio, etc. I thought that was really cool because I went to a couple shows before in california & the host wouldn't even interact with the crowd. The show started at approx. 6pm and we were done by 7pm. It was very funny. There were 3 guests & they were on the stage for about 10 min. Each. The show went by fast. I really enjoyed it & highly recommend it! The dress code is very casual. People were wearing jeans, t-shirts, etc. No food or drink is allowed inside and they remind you several times before entering, cellphones have to be turned off. Also, everyone there was very professional & friendly! I would def. Go back to see another show!",87,Solo,1,Minnesota,No Age Found,14,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r348065645-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,9183,Dance,No,0,13,05,Yes,Great/Fun experience!!,Minneapolis,"30 Rockefeller Plaza , New York City , NY 10112", Dec 2015,5
Tom C,Late Night With Seth Meyers,01/01,None found,"The whole process was great. I got tickets weeks in advance and what a decision it turned out to be. This is a great way to experience American culture. Samuel L Jackson was the main guest, and he and seth really got on well and were hilarious. For free entertainment, it was brilliant. Seth come out before the show to introduce himself and get the crowd going. The stand up comedian was also funny. All in all, a good experience. I got there for 5.20, for a show starting a 5.30. So there isn't really any reason to arrived much before.",6,Solo,,United Kingdom,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r339801623-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,604,Dance,No,0,4,02,Yes,Amazing,Gloucester,"30 Rockefeller Plaza , New York City , NY 10112", Jul 2013,5
JDMfish,Late Night With Seth Meyers,12/01,None found,"My wife I visited Late Night with Seth Meyers and had a good time. The ticket process was so much more simple and less stressful than when were there a couple years ago. Basically show up when they ask you to and the interns will allow everyone to line up, show their ID and ticket confirmations to receive their actual tickets. They give you a ticket with a letter or number on it and have you wait in a nice lounge with comfortable seating. When it is time they then call you up to enter the studio by ticket letter/number. They show you to your seat while a warm up comedian interacts with the audience. Seth comes out and the show begins. During the break while they were setting up for the musical guest Seth came into the audience and answered audience questions for about 10 minutes which was kind of neat. Other than that there was not as much audience interaction and participation like there was when we attended and Jimmy Fallon was still hosting. Nonetheless, it was a good experience and I would likely do it again, depending on the guests. The guests that we saw were Bradley Cooper, Jemaine Clemente, and The Struts ( they were actually hanging out on the street smoking when we arrived at the building).",7,Solo,1,Virginia,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r333704873-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,804,Dance,No,0,4,02,No,Good experience,Waynesboro,"30 Rockefeller Plaza , New York City , NY 10112", May 2013,5
JaySpiegel,Late Night With Seth Meyers,10/01,None found,"We were able to get tickets to see Late Night with Seth Myers. The guest was Sean P Diddy Colmes, Jaimie Etheridge, and I don't recall the musical guest, although he was great. I loved being part of the studio audience, and would love to do it again at this or any other late night show.",39,Solo,,Paris,No Age Found,20,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r323962698-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,4699,Dance,No,0,9,04,No,Very Fun,,"30 Rockefeller Plaza , New York City , NY 10112", Jul 2012,5
TheFlyingZombie,Late Night With Seth Meyers,04/01,04/08/16,"Maybe one of the cooler things we did in NYC. There's quite a bit of waiting but it's worth it. I've seen people complaining about showing up early and being seated in the back. I think it has to do with what you are wearing and slightly about how you look. If you are dressed nice and cleaned up, they'll seat you near the front. We were the very last people to show up (got on the wrong train oops) and we were still seated near the front. So consider that when you're attending. You get a great experience of being right next door to Studio 8H which was awesome for me as an SNL fan. They had the lights on so you could see in. Seth was very funny and the experience was remarkable. Totally recommend this!",11,Couples,,, ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r362672628-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,1123,Dance,No,0,3,03,Yes,Very cool,,"30 Rockefeller Plaza , New York City , NY 10112", Jan 2011,5
Trammell62,Late Night With Seth Meyers,03/01,03/29/16,"My wife and I and our 17 year daughter were able to procure tickets through the process set up on 1iota. It wasn't too difficult to get the Seth tickets...it was a nightmare even trying for Fallon. We had a lot of fun with this. Yeah you need to be there between 4:45pm and 5:30 pm to check in for the show that starts at 6:30 pm but that wasn't any big deal. As an audience member you're encouraged to be as interactive as possible without being disruptive. In between guests and set changes, Seth came up into the audience twice and chatted with all of us which was great. He took some questions and made fun of several things and everyone got a kick out of it. His mom and dad were there which was a nice add on because it was fun to watch them and to see the interaction. Regardless of whether you go to Seth or Kelly & Mike or any daily show I think you'll enjoy being a part of the audience and watching the behind scenes. You typically cannot make ticket requests until the prior month to your visit but you need to do it as quickly as you can on 1iota when it opens up.",18,Couples,,Texas,Male ,7,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r359850315-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,2023,Dance,No,0,13,03,No,Awesome............,Houston,"30 Rockefeller Plaza , New York City , NY 10112", May 2013,5
Hokie69,Late Night With Seth Meyers,03/01,03/19/16,"When visiting NYC recently we wanted to take in one of the late night TV shows at Rockefeller Center and were able to get tickets to Late Night with Seth Myers. The ticketing process is a bit of a logistical nightmare because you have to apply a month in advance through a convoluted process at 1iota.com. The tickets are free but you don't know if you have them until a few days before the date you requested. After having tickets in hand the process is much more user-friendly. NBC does a nice job of telling you exactly what you have to do, where to go, and when to be there. Note though that you must do exactly as the instructions stipulate or you will not be admitted. Tickets cannot be transferred and security is very tight. You line up at 445 pm at the designated spot at 30 Rock and go through security and are given your tickets. No photos are allowed once you pass this spot - NONE! You are then directed to a comfortable waiting area where you will sit for approximately an hour. If you want a photo of your group an intern will take one and email it to you which you can later post on social media. When show time rolls around you are taken to Studio 8G and while waling in you can get a glimpse of Studio 8H where Saturday Night Live is staged. An intern will direct you to one of 200 seats and a warm up comedian will welcome you and let you know how the show will proceed. The 8G band is introduced then Seth Myers comes out and the show begins. It is a fast paced very funny show with famous guests from around the world and Seth Myers is one of the most intelligent and funny guys on TV. He would be a great person with whom to spend an evening. He comes across as a very personable guy who really, really, really enjoys his work. At one point in the show he will come up into the audience to take questions. Once the show is over you are escorted from the studio and will exit through the NBC store in case you want to buy a souvenir. The whole process from standing in line to the end of the show was about 3 hours. I highly recommend the experience.",62,Couples,,Virginia, 65+ year old male ,4,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r356801099-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,7708,Dance,No,0,43,05,No,Mr. Funnyman,,"30 Rockefeller Plaza , New York City , NY 10112", Apr 2008,5
willgal,Late Night With Seth Meyers,03/01,03/17/16,"I haven't had any luck getting in to see SNL my entire adult life, but recently since my wife's retirement, we have more weekday options for trying to score tickets to see shows being taped. We had a trip planned to go to the theater and thought we'd try for tickets to a couple of TV shows. The odd things was getting options on both ""Late Night"" and Colbert for the same evening. We chose Seth Meyers - and we were glad we did. First, for out-of-town guest like ourselves, we were assured we could get in - unlike Colbert. We reported to ""30 Rock"" got in line at about 4:45, and the step by step process of checking in and finally getting into the studio took about 90 minutes. Everything about it was super-efficient. The warm up comedian went over how we were supposed to act and react throughout the taping, but we didn't even need the direction. Seeing Meyers in person at this desk was like watching an extended version of Weekend Update from SNL. The highlight of the evening was a break while they set up for that night's musical group. During that time, Seth came up into the audience and answered every question people through at him for 10-15 minutes. Very down-to-earth and just naturally funny. Plus he stood right at the end of our row almost the whole time. The tickets were not particularly hard to get, and we had a great time. We were out by 8:00 - in time for other things the rest of the evening - even after being ushered out through the NBC store. Families just need to realize that no one under 16 gets in.",110,Couples,,PA, 65+ year old male ,69,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r356356126-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,13261,Dance,No,0,186,06,No,Great Ticket to See TV,Carlisle,"30 Rockefeller Plaza , New York City , NY 10112", May 2005,5
tad411,Late Night With Seth Meyers,02/01,None found,We were lucky enough to book space a month earlier online. Don't count on standby tickets to get in. We saw a show on Tuesday and tried to get standby for Wednesday but the took only about 25 people. The NBC pages were adorable and engaged everyone and they were helpful for any questions. The show itself was fun...what's not to like about Seth Meyers!,33,Couples,,Pennsylvania,No Age Found,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r348912787-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,3336,Dance,No,0,6,04,Yes,Fun show!,Coatesville,"30 Rockefeller Plaza , New York City , NY 10112", Aug 2015,5
NJBrooklynborn,Late Night With Seth Meyers,02/01,None found,Free tickets to a fabulous show starring SNL alumn Seth Meyers doing what he does best; smart comedy. To top it off the fantastic 8G band featuring SNL alumn Fred Armisen. Beautiful studio in the amazing 30 Rock. A great time was had by all!,91,Couples,,New Jersey, 50-64 year old female ,6,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r348641703-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,10287,Dance,No,0,52,06,No,Fantastic Seth!,Clark,"30 Rockefeller Plaza , New York City , NY 10112", Feb 2007,5
T B,Late Night With Seth Meyers,02/01,None found,"I signed up for seth meyer tickets online & about 2 weeks later, I got a email saying that I got 2 tickets! I went on 2/15/2016 to the 5pm showing. You have to be there by 4:15pm. Prior to that, you are able to shop at the nbc store! It was kind of expensive. $30 for a t-shirt, $15 for a little thing of candy, but it was fun seeing all the SNL souvenirs. Once you check-in, they bring you to a waiting area for approx. 30 min. During that time, someone comes out and plays a video to get you excited for the show & you play a couple games just to get everyone interactive. (They picked 3 people to play jeopardy). Shortly after we all were escorted into the studio. I was very impressed. The studio is very nice and prior to the show starting, seth came out and introduced himself & told us a little history about the studio, etc. I thought that was really cool because I went to a couple shows before in california & the host wouldn't even interact with the crowd. The show started at approx. 6pm and we were done by 7pm. It was very funny. There were 3 guests & they were on the stage for about 10 min. Each. The show went by fast. I really enjoyed it & highly recommend it! The dress code is very casual. People were wearing jeans, t-shirts, etc. No food or drink is allowed inside and they remind you several times before entering, cellphones have to be turned off. Also, everyone there was very professional & friendly! I would def. Go back to see another show!",87,Couples,1,Minnesota,No Age Found,14,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r348065645-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,9183,Dance,No,0,13,05,Yes,Great/Fun experience!!,Minneapolis,"30 Rockefeller Plaza , New York City , NY 10112", Dec 2015,5
Tom C,Late Night With Seth Meyers,01/01,None found,"The whole process was great. I got tickets weeks in advance and what a decision it turned out to be. This is a great way to experience American culture. Samuel L Jackson was the main guest, and he and seth really got on well and were hilarious. For free entertainment, it was brilliant. Seth come out before the show to introduce himself and get the crowd going. The stand up comedian was also funny. All in all, a good experience. I got there for 5.20, for a show starting a 5.30. So there isn't really any reason to arrived much before.",6,Couples,,United Kingdom,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r339801623-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,604,Dance,No,0,4,02,Yes,Amazing,Gloucester,"30 Rockefeller Plaza , New York City , NY 10112", Jul 2013,5
JDMfish,Late Night With Seth Meyers,12/01,None found,"My wife I visited Late Night with Seth Meyers and had a good time. The ticket process was so much more simple and less stressful than when were there a couple years ago. Basically show up when they ask you to and the interns will allow everyone to line up, show their ID and ticket confirmations to receive their actual tickets. They give you a ticket with a letter or number on it and have you wait in a nice lounge with comfortable seating. When it is time they then call you up to enter the studio by ticket letter/number. They show you to your seat while a warm up comedian interacts with the audience. Seth comes out and the show begins. During the break while they were setting up for the musical guest Seth came into the audience and answered audience questions for about 10 minutes which was kind of neat. Other than that there was not as much audience interaction and participation like there was when we attended and Jimmy Fallon was still hosting. Nonetheless, it was a good experience and I would likely do it again, depending on the guests. The guests that we saw were Bradley Cooper, Jemaine Clemente, and The Struts ( they were actually hanging out on the street smoking when we arrived at the building).",7,Couples,1,Virginia,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r333704873-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,804,Dance,No,0,4,02,No,Good experience,Waynesboro,"30 Rockefeller Plaza , New York City , NY 10112", May 2013,5
JaySpiegel,Late Night With Seth Meyers,10/01,None found,"We were able to get tickets to see Late Night with Seth Myers. The guest was Sean P Diddy Colmes, Jaimie Etheridge, and I don't recall the musical guest, although he was great. I loved being part of the studio audience, and would love to do it again at this or any other late night show.",39,Couples,,Paris,No Age Found,20,https://www.tripadvisor.com//ShowUserReviews-g60763-d6501850-r323962698-Late_Night_With_Seth_Meyers-New_York_City_New_York.html#REVIEWS,4699,Dance,No,0,9,04,No,Very Fun,,"30 Rockefeller Plaza , New York City , NY 10112", Jul 2012,5
si101503,Union Square,04/01,04/09/16,"The park itself is nothing special (physically probably the least attractive if all the well-known ones), but it has a rich history, is a go-to spot Mondays, Wednesdays, Fridays, and Saturdays for the best farmers market in the city (great for produce and people-watching alike), has a great number of good places to eat and shop nearby, and is centrally located.",101,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r362806068-Union_Square-New_York_City_New_York.html#REVIEWS,10165,Dance,No,0,20,06,Yes,Something for everyone,New York City,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Jan 2014,5
Dave S,Union Square,08/01,04/08/16,"This very welcome urban green space at the bottom end of Midtown is formed by the intersection of Broadway with what was originally called 4th Avenue, today north of here called Park Avenue. The area around it was once the headquarters of some of the most obnoxious far-left organizations in the country. ln addition, it has long been the domicile of a magnificent statue of war criminal mass murderer Abraham Lincoln, the destroyer of the South, white-suprmacist and anti-Semite; today, the equally unpleasant statue of Mohandas ""Mahatma"" Gandhi - also a notorious anti-Semite - joins it. But don't let this hamper your enjoyment of the beautiful park, in whose northern sections you can sit unbothered by the sight of these effigies. More interestingly, here is also a magnificent equestrian statue of George Washington (who was far removed from any vestiges of anti-Semitism!). ln the center of this very welcome green space in the bottom of Midtown is a great flagpole, with an important quote of Thomas Jefferson. And there are many interesting historical buildings flanking the park on all sides, as well as on Broadway immediately north of the park. lmmediately to the east, lrving Place provides a delightful walk a few blocks north to the forbidden Gramercy Park; north of the park, the street becomes Lexington Avenue. As everywhere in this extraordinary City, use the architectural guidebook AIA Guide to New York City.",165,Solo,,lsrael,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r362698090-Union_Square-New_York_City_New_York.html#REVIEWS,17248,Dance,No,0,214,06,No,lnteresting for its architecture - but ignore two of the statues!,Hebron,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Jul 2013,5
Les L,Union Square,05/01,04/05/16,"Great place to escape the city with a large park, playground and markets depending on the day. It also seems to be less busy than many other parks in the city.",1092,Solo,,Florida,No Age Found,10046,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r361719028-Union_Square-New_York_City_New_York.html#REVIEWS,418418,Dance,No,0,213,06,No,Nice oasis,St. Petersburg,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Aug 2012,4
Sarah G,Union Square,04/01,04/04/16,Too crowded for my taste .Great for a Saturday afternoon I like the flea market display and the artists that display their art as well .But too much action and crowds for my taste .If you enjoy that sort of thing then head on over to Union square got a day out in New York City …,32,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r361630760-Union_Square-New_York_City_New_York.html#REVIEWS,3264,Dance,No,0,4,04,No,Crowded,,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Feb 2016,4
FamilyRoadTraveled,Union Square,03/01,03/31/16,"14th St. and Broadway, at Union Square Union Square is great, first of all you’re guaranteed to see something entertaining each time you visit. The playground is pretty special too. It’s located at the north end of the park and has very innovative equipment that is fairly new. The playground has a separate section for toddlers which has a swing set, climbing platform, sand and water play area. Our daughter’s favorite part is the area for older kids. In this section they have a unique dome which is very challenging to climb. My daughter never gives up and always manages to get to the top. Once you’re up there you get a great view and sense of pride for your accomplishment. It’s also really fun to slide back down. In addition they have a unique tube slide built into a rocky bank with real rocks you can use as stairs. Another one of our favorite features is the self-propelled merry-go-round. There are bathrooms and a lot of food options in the area.",47,Solo,,,No Age Found,285,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r360376688-Union_Square-New_York_City_New_York.html#REVIEWS,13313,Dance,No,0,23,06,No,fantastic playground!,,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Mar 2012,4
cedricloi,Union Square,08/01,03/25/16,"Much less busy than the other more popular times square, but also a completely different experience, it's just a very nice big public space, a nice break from the busy streets.",51,Solo,,Thailand, 25-34 year old male ,2,https://www.tripadvisor.com//ShowUserReviews-g60763-d136291-r358624041-Union_Square-New_York_City_New_York.html#REVIEWS,5179,Dance,No,0,14,05,No,Less busy than the other more popular square,Hua Hin,"14th-17th Street , (Broadway and Park) , New York City , NY 10001", Jul 2007,4
