ProviderName,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerLocationState,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerPoints,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
Times Square,,NA,0,NA,No,,02,"Broadway , New York City , NY 10036",5,Kadu M,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363780817-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,"Very unreal experience. I started to notice this was where so many films were filmed as soon as I arrived. What an amazing electronic/concrete jungle it was. So much to do, you start to think, where do I start. Lots of great spots to take a photo also. Very busy, but what do you expect. Other than that, you should find great joy in just being there.",Group,0,0,Dance,,NA,Yes,0,Wow!
Times Square,,NA,0,Ireland,No,11,04,"Broadway , New York City , NY 10036",2,DJDermo,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363757671-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,Times Square is one of those strange places that you are familiar with from tv and movies. The reality is odd. For starters it's smaller than you might think. Secondly there is absolutely nothing to do there except be bombarded by flashing advertising screens. There aren't even any decent shops. The constant bombardment by ticket sellers for shows or bus rides gets to be a pain. Tick the box. It's done.,Group,0,0,Dance,Newbridge,NA,Yes,0,Disappointing
Times Square,,NA,0,Ohio,No,18,04,"Broadway , New York City , NY 10036",5,Mike H,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363751284-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,If you have never been to Time Square you must visit if you are in New York City. The people watching is an experience you don't want to miss. Not to mention the cartoon characters in their costumes. And the police station is in a trailer! Great time.,Group,0,0,Dance,Columbus,NA,No,0,PEOPLE WATCHING OVERDOSE
Times Square,,NA,0,Dominican Republic,No,16,05,"Broadway , New York City , NY 10036",5,Hylem,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363735444-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,"This is WOW! There you can find EVERYTHING! You can see the American culture there, the rush, the marketing of the big world brands, the excitement of live in New York, you can see so many things that you would never be able to see on other cities! It really is the city that never sleeps!",Group,0,0,Dance,Santo Domingo,NA,Yes,0,Oh wow!
Times Square,,NA,0,NA,No,6,06,"Broadway , New York City , NY 10036",5,Kermitisgreen,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363667618-Times_Square-New_York_City_New_York.html#REVIEWS,07/01,04/12/16,Great atmosphere day and night! Even just sitting people watching and taking everything in. It's a great hub of an amazing city.,Group,0,0,Dance,,NA,Yes,0,Just love hanging out here!
Times Square,,NA,0,NA,No,1,03,"Broadway , New York City , NY 10036",4,Malo195809,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363658270-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,A very busy area but worth a visit and to call to The cake boss's shop definitely worth it. However watch out for the characters dressed up they charge you for taking their photographs but don't tell you before hand... Bad show!,Group,0,0,Dance,Rhondda S Wales,NA,Yes,0,Hustle and Bustle
Times Square,,NA,0,North Carolina,No,,01,"Broadway , New York City , NY 10036",5,jolynnmchone,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363624770-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,"I love Times Square. There is so much to do and see here. Shopping, Food, People Watching. If you ever get to NYC you have to go to Times Square for the day or more!!!",Group,0,0,Dance,Charlotte,NA,No,0,Amazed
Times Square,,NA,0,California,No,17,06,"Broadway , New York City , NY 10036",5,julesofthesea,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363623307-Times_Square-New_York_City_New_York.html#REVIEWS,03/01,04/12/16,"it is not for the weak heart. Except for Mecca or the inside of an MTA subway at rush hour, there is likely no other more crowded spot in a traveler's night. Stunning, crazy mixed up place. Even if you are worried about global warming or touching hundreds of strangers (300,000 visit a day), you need to go to Times Square at night. I'm from a town of 350 and feel completely safe visiting TS. In fact, I feel very safe in NYC altogether. There is nothing like this. Look up. Look down. Visit after a Broadway show. Don't eat dinner in this neighborhood...designed for tourists, not so good. Manhattan is so much more than this bit of land, but still good to visit at least once. Two blocks away you can find peace and great food...and New Yorkers!",Group,0,0,Dance,Eureka,NA,No,0,"Well, you have to visit, but...."
Times Square,,NA,0,NA,No,103,06,"Broadway , New York City , NY 10036",5,tedb548,https://www.tripadvisor.com//ShowUserReviews-g60763-d110145-r363533437-Times_Square-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,"I have lived in and visited NYC all of my 67 years and Times Square is still under construction, it will never be complete. It has been a constant change over the years and has never cease to amaze me as the heart of New York.",Group,0,0,Dance,Toronto,NA,No,0,"Unlike Earth, they are still building it."
The Metropolitan Museum of Art,,NA,0,New York,No,9,04,"1000 5th Ave , New York City , NY 10028-0198",5,SarraeG,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363658736-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,03/01,04/12/16,The Metropolitan Museum of Art has an amazing collectionof diverse types of art. What a gift to the public to be able to see these pieces. Make sure to visit the recently opened Breuer Building as well as the Closiers.,Solo,0,0,Dance,New York City,NA,No,0,Must see museum
The Metropolitan Museum of Art,,NA,0,Brazil,No,,01,"1000 5th Ave , New York City , NY 10028-0198",5,mkcarra,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363573992-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,this museum is very important because is complete and the art and scultures is amazing and its a pleasure walk in,Solo,0,0,Dance,Sao Paulo,NA,No,0,the wonderfull museum
The Metropolitan Museum of Art,,NA,0,Italy,No,26,06,"1000 5th Ave , New York City , NY 10028-0198",5,ClaudeBeaux,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363474342-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,Art art art in New York Go and lose your self inside. I was wondered to the pictures Its at the same level of moma,Solo,0,0,Dance,Valle d'Aosta,NA,Yes,0,Must
The Metropolitan Museum of Art,,NA,0,New York,No,3,03,"1000 5th Ave , New York City , NY 10028-0198",5,Czarina911,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363464166-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,12/01,04/11/16,"the MET is one of the best museums worldwide. it's collections are incredible, and some, ever-changing. you can spend an hour in there just checking out one particular collection or days on end roaming the various rooms and vestibules. it never gets old. it's on the museum mile, so there are plenty of other museums in the area, just off Central Park, and positively an amazing experience for every age group [just remember to feed the munchkins so they're attention span doesn't waver lol] ;-)",Solo,0,0,Dance,New York City,NA,No,0,A NYC Institution
The Metropolitan Museum of Art,,NA,0,NA,No,47,06,"1000 5th Ave , New York City , NY 10028-0198",5,LondonBlinker,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363461040-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,"The Met sums up all that is great about New York. It's cavernous, diverse and endlessly surprising. A wonderful asset to the city.",Solo,0,0,Dance,London,NA,No,0,Fantastic museum
The Metropolitan Museum of Art,,NA,0,Belgium,No,,01,"1000 5th Ave , New York City , NY 10028-0198",5,pascal453,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363233304-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/10/16,"If you like Egyptian and Roman art, this museum is a MUST. The setup is very nice to walk in and very attractive to learn from.",Solo,0,0,Dance,Brussels,NA,No,0,Historical museum
The Metropolitan Museum of Art,,NA,0,United Kingdom,No,25,04,"1000 5th Ave , New York City , NY 10028-0198",5,grandmec,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r362754277-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/09/16,There is such a wealth of art on show here you could spend days exploring losing yourself in its labyrinthine wings. I paid the recommended $25 admission but only realised when i got there that you can pay as little or as much as you like. $25 is a bargain but the people behind me in the queue paid just $1 so you can literally pay as little as you like. It got very busy later on so getting in early is a must,Solo,0,0,Dance,London,NA,Yes,0,Great museum not to be missed
The Metropolitan Museum of Art,,NA,0,Singapore,No,1,03,"1000 5th Ave , New York City , NY 10028-0198",5,sharkie8480,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r362429814-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/07/16,Amazing collection of art work and artifacts from all around the world! Best enjoyed at a leisurely pace so plan to spend at least half a day there so you have time to see everything. And it's pay as you wish for admission!,Solo,0,0,Dance,Singapore,NA,Yes,0,Outstanding!
The Metropolitan Museum of Art,,NA,0,New York,No,56,06,"1000 5th Ave , New York City , NY 10028-0198",5,MikieBrooklyn,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r362184100-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,02/01,04/06/16,"One of the best places in New York City to tuck into for an hour or two, its vast collection should be taken in over the course of several visits. Often the host of some amazing guest exhibitions, its permanent collection is rivaled only by the Louvre and the Prada.",Solo,0,0,Dance,Brooklyn,NA,No,0,Enormous
The Metropolitan Museum of Art,,NA,0,NA,No,48,04,"1000 5th Ave , New York City , NY 10028-0198",4,Kathytogo,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r362134219-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,03/01,04/06/16,Amazing collection of treasures dating back 1000's of years. Never crowded in those areas. Temporary exhibits are also great.,Solo,0,0,Dance,Calgary Canada,NA,No,0,Egypt treasures
The Metropolitan Museum of Art,,NA,0,Belgium,No,2,03,"1000 5th Ave , New York City , NY 10028-0198",4,Daan M,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363826266-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/13/16,"A very nice museum, with an impressive collection, but it can be a bit overwhelming, if you kind of don't know what you want to do. I'd recommend finding some guided tour if you are not and expert yourself, otherwise it is really hard to know what to go and see. If you are European, the modern stuff is probably what you want to go see, as the older stuff does not really live up to some of the European counterparts.",Group,0,0,Dance,Ghent,NA,No,0,"Impressive collection, but a bit overwhelming"
The Metropolitan Museum of Art,,NA,0,NA,No,1,03,"1000 5th Ave , New York City , NY 10028-0198",5,Scott L,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363765052-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,"We visited while in town for a quick weekend. With a tight schedule we unfortunately couldn't even scratch the surface of the amazing collection in The Met. Admission is essentially whatever donation you choose to make, but this place is worth the full price. A true gem that I hope to get another chance to fully experience.",Group,0,0,Dance,,NA,No,0,Amazing collection
The Metropolitan Museum of Art,,NA,0,NA,No,8,03,"1000 5th Ave , New York City , NY 10028-0198",5,toniaUk,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363482922-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,Haven't been here for years but was really impressed with the layout of the galleries and how they told the story of the different genres of modern painting with excellent examples of the different styles.,Group,0,0,Dance,uk,NA,Yes,0,A very interesting and well presented journey through 19th and 20th century art
The Metropolitan Museum of Art,,NA,0,New York,No,,0,"1000 5th Ave , New York City , NY 10028-0198",4,lynn10028,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363475816-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,05/01,04/11/16,"A lot to see in this museum, from Renissance to impressionism paintings to armor and 18th & 19th century fashion, furniture. This museum has everything! A must see!",Group,0,0,Dance,New York City,NA,No,0,Worth seeing!
The Metropolitan Museum of Art,,NA,0,Switzerland,No,,04,"1000 5th Ave , New York City , NY 10028-0198",5,Daphne207,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363419580-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,09/01,04/11/16,"One day at the Met will only cover the bare essentials...this fantastic museum has so much to offer, you will need to come back time and time again.",Group,0,0,Dance,Geneva,NA,No,0,One of the world's best museums!
The Metropolitan Museum of Art,,NA,0,Canada,No,18,04,"1000 5th Ave , New York City , NY 10028-0198",5,guyfromVI,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363188811-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/10/16,What a great museum. We have visited many top museums and found this place just as high quality. We really enjoyed the free tours that run regularly and found our 2 tour leaders excellent. We will be back!,Group,0,0,Dance,Vancouver Island,NA,No,0,Not enough hours in the day!
The Metropolitan Museum of Art,,NA,0,United Kingdom,No,9,03,"1000 5th Ave , New York City , NY 10028-0198",5,Trevor B,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363106256-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/10/16,We had always planned to visit the museum as we had read some very positive reviews. We opted to pay 50% of the recommended entrance fee as we thought this was fair. It's worth noting that the equivalent museums in the UK are free to all. Don't think that you have to pay the full entrance fee. You don't actually have to pay anything if you so wish. The museum is enormous so it is not possible to see it all on a short visit you have to be selective. We weren't disappointed with our selection. It would actually take a few days to see all the museum in detail.,Group,0,0,Dance,Derbyshire,NA,No,0,Well worth the visit.
The Metropolitan Museum of Art,,NA,0,NA,No,17,06,"1000 5th Ave , New York City , NY 10028-0198",5,Martin B,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r363064501-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,03/01,04/10/16,"The ""Met"" is definitely one of the biggest, nicest and impressive museums worldwide. Good for a rainy and/or cold morning or early afternoon (less people) in NYC. Tip: The Met is part of the NYC Citypass.",Group,0,0,Dance,,NA,No,0,Very impressive museum with lots of human history - recommend even for non-museum people
The Metropolitan Museum of Art,,NA,0,NA,No,18,04,"1000 5th Ave , New York City , NY 10028-0198",5,Yannis B,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r362922640-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,04/01,04/09/16,"It took a full day to visit the ground floor. You need a second day to see it all. Some of the most amazing exhibits. Make a donation don't pay 20$ for admition. Be aware of people trying to sell u tickets for 20 $ because by ""mistake"" they bought more tickets.....",Group,0,0,Dance,Athens,NA,No,0,One of the world's best
The Metropolitan Museum of Art,1,NA,0,Florida,No,42,05,"1000 5th Ave , New York City , NY 10028-0198",3,Diane B,https://www.tripadvisor.com//ShowUserReviews-g60763-d105125-r362915124-The_Metropolitan_Museum_of_Art-New_York_City_New_York.html#REVIEWS,03/01,04/09/16,"I am a museum lover, and had greatly looked forward to visiting the Met. We opted to pay the full recommended admission, as we wanted to support the museum. However, after walking around for a while, I have to admit that I wish we hadn't. Yes, the building has TONS of art to see. My impression was that in many areas they substituted quantity for quality. I never had the urge to just sit and take in the artwork around me. I kept walking hoping to find something better.",Group,0,0,Dance,Orlando,NA,No,0,A bit disappointing
Frick Collection,,NA,0,Argentina,No,258,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",4,CecidePalermo,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r363739647-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/12/16,"This Upper East Side mansion belonged to a 20th century millionaire; upon his death, he left instructions so that his private estate and European art collection would become a museum, where you can see pieces by Van Dyck, Ingres, El Greco, Boucher, Constable, Turner, Corot, Goya, Renoir, Titian, Vermeer, etc, as well as appreciate the house itself with its beautiful inner yard gallery and fountain",Solo,0,0,Dance,Buenos Aires,NA,No,0,Quite impressive private European art collection
Frick Collection,,NA,0,NA,No,47,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,LondonBlinker,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r363461340-Frick_Collection-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,The Frick collection is about the best the robber barons left us with. A wonderful collection of art. Shame it was built on the labours of many.,Solo,0,0,Dance,London,NA,No,0,A wonderful collection of art
Frick Collection,,NA,0,Australia,No,3,03,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,Sydneytrav88,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362972468-Frick_Collection-New_York_City_New_York.html#REVIEWS,04/01,04/10/16,Definitely worth a visit! They always have an interesting exhibition and seeing how a collection is curated in a private (or used to be private) residence is a novel experience. The audio guides are free too.,Solo,0,0,Dance,Sydney,NA,Yes,0,Fantastic as always.
Frick Collection,,NA,0,Illinois,No,20,05,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,sommersboy,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362283669-Frick_Collection-New_York_City_New_York.html#REVIEWS,04/01,04/07/16,"Hurry, hurry, hurray! This wonderful exhibition isn't going to be here very much longer. The Museum itself (Henry Frick's former home) is beautiful in itself. However, this exhibition is really something special in its curation.",Solo,0,0,Dance,Evanston,NA,No,0,Van Dyck Exhibition is Awesome
Frick Collection,1,NA,0,Czech Republic,No,1,02,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",4,sasa526,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r361831832-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/05/16,"It was really nice exhibition of many old and beautiful paintings and statues! Worth seeing! Everything was great, but I couldn´t take the photos.",Solo,0,0,Dance,Bohemia,NA,No,0,Visit
Frick Collection,1,NA,0,New York,No,3,03,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,Andy H,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r361338522-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/03/16,"Henry Clay Frick was a controversial 19th century industrialist, but he used his fortune to build a home on Fifth Avenue in the early 20th century for an art collection that he wanted seen by the public in time. Every room is filled with incomparable treasures from Rembrandt (including his late and greatest self-portrait), Vermeer, Constable, Turner, Ingre, Franz Hals, Degas, Van Dyck, Holbein (his iconic portraits of Sir Thomas More and Sir Thomas Cromwell, George Romney, Renoir, Whistler, and so much more. Most of the original furnishing are in place along with sculpture, clocks, porcelain, and silver. This is my favorite art museum in New York--grand galleries, intimate rooms, and an indoor garden/fountain. Get the audio guide that is free with admission to learn all about the art. The museum is pay-what-you-wish on Sundays if you get there by 1 PM, but worth the $20 admission. Nice small gift shot, but no cafe. The Frick is all about the artwork. There is a film that runs all day in the Music Room providing history background on Mr. Frick and his collection. The special exhibitions (no extra charge) have been sensational in recent years.",Solo,0,0,Dance,New York City,NA,No,0,More masterpieces per square foot than anywhere in the world
Frick Collection,,NA,0,Colorado,No,17,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,HonestMcHonest,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r360247778-Frick_Collection-New_York_City_New_York.html#REVIEWS,12/01,03/30/16,A gem of a museum -- not that large so you can see it all quickly -- many special events and exhibits -- kind of pricey but worth a look,Solo,0,0,Dance,Denver,NA,Yes,0,A gem
Frick Collection,,NA,0,Canada,No,5,03,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,Ellen S,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r359847698-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,03/29/16,The building itself is a treasure and makes it worth a visit even if art and history isn't your things. It's like a hidden museum and a brief escape from the crowds.,Solo,0,0,Dance,Calgary,NA,No,0,A lovely surprise
Frick Collection,,NA,0,The Netherlands,No,20,05,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",4,Simon d,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r359810340-Frick_Collection-New_York_City_New_York.html#REVIEWS,12/01,03/29/16,Nice quiet museum after a walk in Central Park with friendly supervisors and I think volunteers who loved to be in this building helping others,Solo,0,0,Dance,Rotterdam,NA,No,0,Nice quiet museum after a walk in Central Park
Frick Collection,,NA,0,Australia,No,131,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,kissane,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r359309723-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,03/28/16,"The permanent collection is wonderful, in this house of a wealthy person that has been turned into a museum. When I visited there was a superb van Dyck exhibition as well, which was fantastic. Thoroughly worth the entrance fee.",Solo,0,0,Dance,Perth,NA,No,0,Wonderful collection in wonderful surrounds
Frick Collection,,NA,0,Georgia,No,24,05,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,rhonaalice,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r363731828-Frick_Collection-New_York_City_New_York.html#REVIEWS,12/01,04/12/16,"This is a beautiful house turned museum.The collection is quite interesting and the house is phenomenal.It is nice to meander in the house and look at beautiful art,I also enjoyed seeing the dining table the indoor garden the different bedrooms etc",Group,0,0,Dance,Atlanta,NA,No,0,Nice
Frick Collection,,NA,0,NA,No,,03,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,TatianaStPete,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r363088788-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/10/16,"One of my favorite museums in NYC is located in stylish building and very stylish inside. It is real home for the family and similar to Yussupovsky Palace in St/Petersburg in Russia. A lot of paintings of Geinsboro. Unfortunately it is not allowe to take pictures there, only in atrium.",Group,0,0,Dance,St.Petersburg,NA,No,0,very interesting collection
Frick Collection,,NA,0,United Kingdom,No,21,05,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,amanda f,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r363077643-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/10/16,"We went to this museum on Easter Saturday. It has astonishing paintings, Holbeins, Gainsboroughs, through to early Turners and Monets. They are beautiful and interesting. Possibly the best thing about the museum, though, is its modest size and the lack of crowds. It still has the feel of a mansion. We really enjoyed strolling about looking at the collection as Mr Frick no doubt intended. If we return to NY then this museum is a must and i would urge anyone else to go there.",Group,0,0,Dance,Manchester,NA,No,0,Gem of a museum
Frick Collection,,NA,0,United Kingdom,No,21,03,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,SuttonLady123,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362280821-Frick_Collection-New_York_City_New_York.html#REVIEWS,04/01,04/07/16,The Frick is stunning. The works of art are abundant and beautifully displayed in the rooms open to the public. Frick acquired an astonishing collection and this is a great place to visit.,Group,0,0,Dance,London,NA,No,0,Fabulous
Frick Collection,,NA,0,New York,No,205,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,Ron S,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362168302-Frick_Collection-New_York_City_New_York.html#REVIEWS,04/01,04/06/16,"A good Van Dyck exhibit is until early June. Oil paintings are in two rooms on the first floor, drawings, sketches and his early portraits in the basement rooms. The sketches are very interesting (one was hanging upside down but hopefully they rectified that by now).",Group,0,0,Dance,New York City,NA,No,0,Van Dyck exhibit
Frick Collection,,NA,0,Texas,No,29,05,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,LauraDenae,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362130783-Frick_Collection-New_York_City_New_York.html#REVIEWS,10/01,04/06/16,"The art on display is really beautiful, but more than that, the actual home and garden is stunning as well. The museum will take you about a couple of hours to go through. So, it's not enormous or a whole day activity. If you want to add a museum to your itinerary, this is it. You will have plenty of time to explore other things that day.",Group,0,0,Dance,Tyler,NA,No,0,"Beautiful Art, Good Size"
Frick Collection,1,NA,0,NA,No,174,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,pcyork,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362043392-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/06/16,"We had never been to the Frick and intended to view the amazing permanent collections and stunning building. Imagine our surprise when we found out there was an incredible Van Dyck exhibit going on as well. We barely made it out of the basement floor where the sketch studies of famous works were on display. Of course, the Frick is a must-see for any art museum junkie although I might suggest NOT going on a Sunday morning when admission is ""suggested contribution"" before 11 AM. There was a long line waiting to enter and it was quite crowded in all the galleries. Kudos to Henry Clay Frick for compiling such an impressive collection and housing it in his home....and then donating it all with an endowment for all to enjoy.",Group,0,0,Dance,York,NA,No,0,Awesome at every Level
Frick Collection,,NA,0,United Kingdom,No,,02,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,Zim_Brigid,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362035300-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/06/16,"Just loved the Frick! Superb collection of paintings in a very intimate space - the setting really enhanced the experience. It was also not very crowded at 10.30 on a Friday, so we could linger over paintings, which is sometimes hard to do at other galleries. So if this is a bit of a secret, I'd like to keep it that way, but on the other hand, I'd love for everyone to visit such a lovely place!",Group,0,0,Dance,London,NA,No,0,Gorgeous
Frick Collection,,NA,0,"Wisconsin, United States",No,55,06,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",4,Ellen R,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r362000204-Frick_Collection-New_York_City_New_York.html#REVIEWS,03/01,04/06/16,"If you love your art classical, white, curlie-cues, in a rich guys house overlooking Central Park, this is the place for you. No photos except in the fountain coridor, the Frick family have an amazing classic collection. If you pay attention closely you can might find a ""pay what you wish"" window of time to attend eith greater affordability. They also have events, recitals and other scheduled diversions.",Group,0,0,Dance,Milwaukee,NA,Yes,0,French art
Frick Collection,,NA,0,NA,No,30,04,"1 E. 70th St. , Fifth Ave. , New York City , NY 10021",5,LYEVBA,https://www.tripadvisor.com//ShowUserReviews-g60763-d107466-r361188168-Frick_Collection-New_York_City_New_York.html#REVIEWS,04/01,04/03/16,"If you like great art in smaller doses, this is absolutely one of the true gems of NYC and the art world. The entire building still feels like a home, but everything from the architecture to the furniture, artifacts and the magical paintings is a testament to great taste. One of our favorite places to visit in NYC!",Group,0,0,Dance,Florida,NA,No,0,The Frick
The High Line,,NA,0,Pennsylvania,No,3,02,"New York City , NY 10014",4,Louise J,https://www.tripadvisor.com//ShowUserReviews-g60763-d519474-r363757949-The_High_Line-New_York_City_New_York.html#REVIEWS,04/01,04/12/16,A really innovative use of the old rail line. Great spot to just sit in the sun and watch the crowd go by or walk the line and enjoy the plantings and view of the Hudson.,Solo,0,0,Dance,Doylestown,NA,No,0,People Watching
The High Line,,NA,0,NA,No,56,06,"New York City , NY 10014",5,shozgirl,https://www.tripadvisor.com//ShowUserReviews-g60763-d519474-r363522993-The_High_Line-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,"Now the full length is open and it's a stunner. Wonderful reclamation of historic structure that has resulted in new and redevelopment of the entire length. Much to see and admire on the actual line and down to the streets below. There are still a few meatpackers left but now mostly shops, galleries, restaurants and culminating in the stunning Whitney museum. Rake a walk on a sunny day and enjoy.",Solo,0,0,Dance,NYC,NA,Yes,0,Must see in NYC
The High Line,,NA,0,NA,No,7,04,"New York City , NY 10014",5,Andology,https://www.tripadvisor.com//ShowUserReviews-g60763-d519474-r363499178-The_High_Line-New_York_City_New_York.html#REVIEWS,04/01,04/11/16,"Fantastic use of space, well integrated and well used. A benchmark model for urban renewal. Well maintained, well signposted and well designed. Bravo.",Solo,0,0,Dance,,NA,Yes,0,Urban renewal
